timestamp,cpu_pct,error_rate,latency_p99_ms
2025-10-01 08:00:00,36.523585398772155,0.0013691274140693523,129.57909678643355
2025-10-01 08:01:00,29.800079468797524,0.0008261177864896214,151.04346637315066
2025-10-01 08:02:00,38.752255979032284,0.004541477449631274,144.52298988907526
2025-10-01 08:03:00,39.70282358195607,0.0010723167810459569,143.26336064718814
2025-10-01 08:04:00,25.244824056730817,0.0019468987853855024,162.39403930964957
2025-10-01 08:05:00,28.48910246568841,0.004137722587332508,156.79750722385407
2025-10-01 08:06:00,35.639202015836425,0.0008615241920355584,156.32095741288572
2025-10-01 08:07:00,33.41878703828209,0.003851535431110762,158.19656914657386
2025-10-01 08:08:00,34.91599421247856,0.0022865980245815065,162.32269336004475
2025-10-01 08:09:00,30.7347803621321,0.002052822793416959,107.84093316445114
2025-10-01 08:10:00,39.396989874314144,0.003531167169014698,142.7112349547108
2025-10-01 08:11:00,38.88895967714474,2.9235759114014487e-05,106.39579871021053
2025-10-01 08:12:00,35.33015348780608,0.0007466435471083892,150.72119853595592
2025-10-01 08:13:00,40.636206034840164,0.00045109699724566377,149.9073405555131
2025-10-01 08:14:00,37.33754671126023,0.0006572786608513288,170.9106454957936
2025-10-01 08:15:00,30.703537685583807,0.0008444283388100126,173.75268785442242
2025-10-01 08:16:00,36.843753920412496,0.0005148840415348066,154.05550096504734
2025-10-01 08:17:00,30.205586995855004,0.0011925044464966728,139.992778452062
2025-10-01 08:18:00,39.39225150653636,0.0007059008074891554,159.70322225091476
2025-10-01 08:19:00,34.75037044506873,0.0011218844656279028,139.44164725351374
2025-10-01 08:20:00,34.075688182273694,0.0013016634450569507,149.97214697113301
2025-10-01 08:21:00,31.595352277980293,0.0005420994231390806,169.72272633921534
2025-10-01 08:22:00,41.11270669337015,0.0019404160073323252,138.84457308021152
2025-10-01 08:23:00,34.227352589655986,0.0023516341781822025,166.11357278485002
2025-10-01 08:24:00,32.85836088918446,0.003115436747966213,163.54802737384605
2025-10-01 08:25:00,33.23933224755885,0.00045934190165522736,130.90416365738358
2025-10-01 08:26:00,37.661545927766745,0.0019840020915725884,169.47788256434802
2025-10-01 08:27:00,36.82722032182039,0.0027439391992496536,163.9713269074301
2025-10-01 08:28:00,37.063663057979944,9.532234255539392e-05,152.03851774745314
2025-10-01 08:29:00,37.15410501503941,0.0011406031356513454,134.75353083944697
2025-10-01 08:30:00,45.7082380043523,0.0019013338741663873,132.8158796284886
2025-10-01 08:31:00,32.967924918076925,0.0005952529753842088,139.24674846193955
2025-10-01 08:32:00,32.43878635464231,0.003676939522040273,160.8518892658392
2025-10-01 08:33:00,30.93113635876061,0.0025904028242432976,130.88749665197204
2025-10-01 08:34:00,38.079897112877475,0.00037950042527122514,158.7502449723974
2025-10-01 08:35:00,40.64486146360446,0.0011935801369495607,125.16488942243215
2025-10-01 08:36:00,34.430262711725625,0.006705863023705477,145.91862831122302
2025-10-01 08:37:00,30.79921761518736,0.0015957788261070545,152.19295509148017
2025-10-01 08:38:00,30.877593921543802,0.0028438427492509595,198.90260290117834
2025-10-01 08:39:00,38.252963939123504,0.004947709973667177,122.45368688959265
2025-10-01 08:40:00,38.71627085601721,0.0011858024541518363,179.44029132980268
2025-10-01 08:41:00,37.71577134152597,0.00019412299950790572,152.9968482797456
2025-10-01 08:42:00,31.672451463556527,0.0004961704043068795,158.22343836031925
2025-10-01 08:43:00,36.1608066153336,0.001326696016363128,152.3669582677641
2025-10-01 08:44:00,35.58342904570364,0.001173603159436804,158.89453636390465
2025-10-01 08:45:00,36.09344298364506,0.0016224173912531442,146.92629791275965
2025-10-01 08:46:00,39.35714388974095,0.002637367469691631,179.08100362914917
2025-10-01 08:47:00,36.11797774387341,0.003040648778306626,140.87057711550554
2025-10-01 08:48:00,38.39456781535947,0.0021324536026647513,172.64469144358495
2025-10-01 08:49:00,35.33789534744446,0.005720711182337161,137.11265759573953
2025-10-01 08:50:00,36.44559699344992,0.007230223732895649,148.79496307197425
2025-10-01 08:51:00,38.1564411291927,0.0026101680992392743,128.56074895419562
2025-10-01 08:52:00,27.714220900721667,0.0038933071623747794,159.1004744069504
